HGNC ID	Gene name	UniProt Acc	Canonical Protein Isoform 	Ensembl Transcript	Protein Class	CCDS	Protein Name
HGNC:5157	HPRT1	P00492	P00492	ENST00000298556	"Transferase, Isomerase"	CCDS14641.1	Hypoxanthine-guanine phosphoribosyltransferase
HGNC:5173	HRAS	P01112	P01112-1	ENST00000451590	Enzyme modulator	CCDS7698.1	GTPase HRas
HGNC:5208	HSD11B1	P28845	P28845	ENST00000367028	Oxidoreductase	CCDS1489.1	Corticosteroid 11-beta-dehydrogenase isozyme 1
HGNC:4800	HSD17B10	Q99714	Q99714-1	ENST00000168216	Oxidoreductase	CCDS14354.1	3-hydroxyacyl-CoA dehydrogenase type-2
HGNC:5213	HSD17B4	P51659	P51659-1	"ENST00000256216,ENST00000510025ENST00000256216"	Oxidoreductase	CCDS4126.1	Peroxisomal multifunctional enzyme type 2
HGNC:5234	HSPA1L	P34931	P34931	ENST00000375654	"Nucleic acid-binding protein, Hydrolase"	CCDS34413.1	Heat shock 70 kDa protein 1-like
HGNC:5244	HSPA9	P38646	P38646	ENST00000297185	Chaperone	CCDS4208.1	"Stress-70 protein, mitochondrial"
HGNC:5246	HSPB1	P04792	P04792	ENST00000248553	Chaperone	CCDS5583.1	Heat shock protein beta-1
HGNC:26511	HSPB6	O14558	O14558	ENST00000592984	Chaperone	CCDS12475.1	Heat shock protein beta-6
HGNC:5261	HSPD1	P10809	P10809-1	ENST00000388968	Chaperone	CCDS33357.1	"60 kDa heat shock protein, mitochondrial"
HGNC:9476	HTRA1	Q92743	Q92743	ENST00000368984	"Protease, Hydrolase, Chaperone"	CCDS7630.1	Serine protease HTRA1
HGNC:14348	HTRA2	O43464	O43464-1	ENST00000258080	"Protease, Hydrolase, Chaperone"	CCDS1951.1	"Serine protease HTRA2, mitochondrial"
HGNC:30892	HUWE1	Q7Z6Z7	Q7Z6Z7-1	ENST00000342160	Ligase	CCDS35301.1	E3 ubiquitin-protein ligase HUWE1
HGNC:5320	HYAL1	Q12794	Q12794-1	ENST00000266031	"Receptor, Hydrolase"	CCDS2816.1	Hyaluronidase-1
HGNC:5329	IAPP	P10997	P10997	ENST00000240652	Signaling molecule	CCDS8688.1	Islet amyloid polypeptide
HGNC:5382	IDH1	O75874	O75874	ENST00000415913	Oxidoreductase	CCDS2381.1	Isocitrate dehydrogenase [NADP] cytoplasmic
HGNC:5383	IDH2	P48735	P48735-1	ENST00000330062	Oxidoreductase	CCDS10359.1	"Isocitrate dehydrogenase [NADP], mitochondrial"
HGNC:5384	IDH3A	P50213	P50213-1	ENST00000299518	Oxidoreductase	CCDS10297.1	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial"
HGNC:5389	IDS	P22304	P22304-1	ENST00000340855	Hydrolase	CCDS14685.1	Iduronate 2-sulfatase
HGNC:5391	IDUA	P35475	P35475-1	ENST00000247933	Hydrolase	CCDS3343.1	Alpha-L-iduronidase
HGNC:18873	IFIH1	Q9BYX4	Q9BYX4-1	ENST00000263642	"Nucleic acid-binding protein, Hydrolase"	CCDS2217.1	Interferon-induced helicase C domain-containing protein 1
HGNC:5439	IFNGR1	P15260	P15260-1	ENST00000367739	"Receptor, Defense/Immunity protein"	CCDS5185.1	Interferon gamma receptor 1
HGNC:5440	IFNGR2	P38484	P38484	ENST00000290219	"Receptor, Defense/Immunity protein"	CCDS33544.1	Interferon gamma receptor 2
HGNC:5464	IGF1	P05019	P05019-1	ENST00000307046	Signaling molecule	na	Insulin-like growth factor I
HGNC:5465	IGF1R	P08069	P08069	ENST00000268035	"Receptor, Kinase, Transferase"	CCDS10378.1	Insulin-like growth factor 1 receptor
HGNC:5466	IGF2	P01344	P01344-1	"ENST00000381389,ENST00000381395,ENST00000416167,ENST00000418738"	"Receptor, Signaling molecule"	CCDS7728.1	Insulin-like growth factor II
HGNC:5473	IGFBP4	P22692	P22692-1	ENST00000269593	Enzyme modulator	CCDS11367.1	Insulin-like growth factor-binding protein 4
HGNC:5542	IGHMBP2	P38935	P38935	ENST00000255078	"Nucleic acid-binding protein, Hydrolase"	CCDS8187.1	DNA-binding protein SMUBP-2
HGNC:5870	IGLL1	P15814	P15814-1	ENST00000330377	Defense/Immunity protein	CCDS13809.1	Immunoglobulin lambda-like polypeptide 1
HGNC:5956	IHH	Q14623	Q14623	ENST00000295731	"Protease, Hydrolase, Cell Junction protein"	CCDS33380.1	Indian hedgehog protein
HGNC:5961	IKBKG	Q9Y6K9	Q9Y6K9-1	ENST00000369609/NM_003639.4	"Transcription factor, Nucleic acid-binding protein"	CCDS14757.1	NF-kappa-B essential modulator
HGNC:5962	IL10	P22301	P22301	ENST00000423557	Receptor	CCDS1467.1	Interleukin-10
HGNC:5964	IL10RA	Q13651	Q13651	ENST00000227752	"Receptor, Defense/Immunity protein"	CCDS8388.1	Interleukin-10 receptor subunit alpha
HGNC:5965	IL10RB	Q08334	Q08334	ENST00000290200	"Receptor, Defense/Immunity protein"	CCDS13623.1	Interleukin-10 receptor subunit beta
HGNC:16404	IL17F	Q96PD4	Q96PD4	ENST00000336123	Signaling molecule	CCDS4938.1	Interleukin-17F
HGNC:5985	IL17RA	Q96F46	Q96F46-1	ENST00000319363	"Receptor, Signaling molecule"	CCDS13739.1	Interleukin-17 receptor A
HGNC:6005	IL21	Q9HBE4	Q9HBE4-1	ENST00000264497	Signaling molecule	na	Interleukin-21
HGNC:6006	IL21R	Q9HBE5	Q9HBE5	ENST00000337929	Receptor	CCDS10630.1	Interleukin-21 receptor
HGNC:6008	IL2RA	P01589	P01589	ENST00000379959	Receptor	CCDS7076.1	Interleukin-2 receptor subunit alpha
HGNC:6010	IL2RG	P31785	P31785-1	ENST00000374202	"Signaling molecule, Defense/Immunity protein"	CCDS14406.1	Cytokine receptor common subunit gamma
HGNC:15561	IL36RN	Q9UBH0	Q9UBH0	ENST00000393200	Signaling molecule	CCDS2111.1	Interleukin-36 receptor antagonist protein
HGNC:6015	IL4R	P24394	P24394-1	ENST00000395762	Receptor	CCDS10629.1	Interleukin-4 receptor subunit alpha
HGNC:6024	IL7R	P16871	P16871-1	ENST00000303115	Receptor	CCDS3911.1	Interleukin-7 receptor subunit alpha
HGNC:6040	ILK	Q13418	Q13418-1	ENST00000396751	"Kinase, Transferase"	CCDS7768.1	Integrin-linked protein kinase
HGNC:6066	INHBA	P08476	P08476	ENST00000242208	Signaling molecule	CCDS5464.1	Inhibin beta A chain
HGNC:21474	INPP5E	Q9NRR6	Q9NRR6-1	ENST00000371712	Phosphatase	CCDS7000.1	72 kDa inositol polyphosphate 5-phosphatase
HGNC:6080	INPPL1	O15357	O15357-1	ENST00000298229	Phosphatase	CCDS8213.1	"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2"
HGNC:6081	INS	P01308	P01308-1	ENST00000397262	Signaling molecule	CCDS7729.1	Insulin
HGNC:6086	INSL3	P51460	P51460-1	ENST00000317306	Lyase	CCDS12365.1	Insulin-like 3
HGNC:6091	INSR	P06213	P06213-1	ENST00000302850	"Receptor, Kinase, Transferase"	CCDS12176.1	Insulin receptor
HGNC:17967	IRAK4	Q9NWZ3	Q9NWZ3-1	ENST00000448290	"Receptor, Kinase, Transferase, Signaling molecule"	CCDS8744.1	Interleukin-1 receptor-associated kinase 4
HGNC:6118	IRF3	Q14653	Q14653-1	"ENST00000309877,ENST00000377139,ENST00000597198"	"Transcription factor, Nucleic acid-binding protein"	CCDS12775.1	Interferon regulatory factor 3
HGNC:29882	ISCU	Q9H1K1	Q9H1K1-1	ENST00000311893	"Cell Adhesion molecule, Signaling molecule"	CCDS44966.1	"Iron-sulfur cluster assembly enzyme ISCU, mitochondrial"
HGNC:6138	ITGA2B	P08514	P08514-1	ENST00000262407	"Receptor, Cell Adhesion molecule"	CCDS32665.1	Integrin alpha-IIb
HGNC:6140	ITGA4	P13612	P13612-1	ENST00000397033	"Receptor, Cell Adhesion molecule"	CCDS42788.1	Integrin alpha-4
HGNC:6155	ITGB2	P05107	P05107	ENST00000397850	"Receptor, Cell Adhesion molecule, Extracellular matrix protein"	CCDS13716.1	Integrin beta-2
HGNC:6156	ITGB3	P05106	P05106-1	ENST00000559488	"Receptor, Cell Adhesion molecule, Extracellular matrix protein"	CCDS11511.1	Integrin beta-3
HGNC:6158	ITGB4	P16144	P16144-1	ENST00000200181	"Receptor, Cell Adhesion molecule, Extracellular matrix protein"	CCDS11727.1	Integrin beta-4
HGNC:6161	ITGB6	P18564	P18564-1	ENST00000283249	"Receptor, Cell Adhesion molecule, Extracellular matrix protein"	CCDS2212.1	Integrin beta-6
HGNC:6176	ITPA	Q9BY32	Q9BY32-1	ENST00000380113	"Phosphatase, Hydrolase"	CCDS13051.1	Inosine triphosphate pyrophosphatase
HGNC:21071	IYD	Q6PHW0	Q6PHW0-1	ENST00000344419	Oxidoreductase	CCDS5227.1	Iodotyrosine deiodinase 1
HGNC:6188	JAG1	P78504	P78504-1	ENST00000254958	"Receptor, Signaling molecule, Extracellular matrix protein"	CCDS13112.1	Protein jagged-1
HGNC:6190	JAK1	P23458	P23458	ENST00000342505	Kinase	CCDS41346.1	Tyrosine-protein kinase JAK1
HGNC:6192	JAK2	O60674	O60674	ENST00000381652	Kinase	CCDS6457.1	Tyrosine-protein kinase JAK2
HGNC:6193	JAK3	P52333	P52333-1	ENST00000458235	Kinase	CCDS12366.1	Tyrosine-protein kinase JAK3
HGNC:6207	JUP	P14923	P14923	ENST00000393931	"Cell Adhesion molecule, Cytoskeletal protein"	CCDS11407.1	Junction plakoglobin
HGNC:29300	KANK2	Q63ZY3	Q63ZY3-1	ENST00000586659	Transcription factor	CCDS12255.1	KN motif and ankyrin repeat domain-containing protein 2
HGNC:13013	KAT6A	Q92794	Q92794	ENST00000396930	"Transcription factor, Nucleic acid-binding protein, Transferase"	CCDS6124.1	Histone acetyltransferase KAT6A
HGNC:6240	KCNE1	P15382	P15382	ENST00000337385	Transporter	CCDS13636.1	Potassium voltage-gated channel subfamily E member 1
HGNC:6242	KCNE2	Q9Y6J6	Q9Y6J6	ENST00000290310	Transporter	CCDS13635.1	Potassium voltage-gated channel subfamily E member 2
HGNC:6243	KCNE3	Q9Y6H6	Q9Y6H6	ENST00000310128	Transporter	CCDS8232.1	Potassium voltage-gated channel subfamily E member 3
HGNC:6251	KCNH2	Q12809	Q12809-1	ENST00000262186	Transporter	CCDS5910.1	Potassium voltage-gated channel subfamily H member 2
HGNC:6284	KCNMA1	Q12791	Q12791-1	ENST00000286628	Transporter	CCDS60569.1	Calcium-activated potassium channel subunit alpha-1
HGNC:6294	KCNQ1	P51787	P51787-1	ENST00000155840	Transporter	CCDS7736.1	Potassium voltage-gated channel subfamily KQT member 1
HGNC:6296	KCNQ2	O43526	O43526-1	ENST00000359125	Transporter	CCDS13520.1	Potassium voltage-gated channel subfamily KQT member 2
HGNC:6297	KCNQ3	O43525	O43525-1	ENST00000388996	Transporter	CCDS34943.1	Potassium voltage-gated channel subfamily KQT member 3
HGNC:18249	KCTD1	Q719H9	Q719H9	ENST00000408011	Enzyme modulator	CCDS11888.1	BTB/POZ domain-containing protein KCTD1
HGNC:9886	KDM5A	P29375	P29375-1	ENST00000399788	Transcription factor	CCDS41736.1	Lysine-specific demethylase 5A
HGNC:11114	KDM5C	P41229	P41229-1	ENST00000375401	Transcription factor	CCDS14351.1	Lysine-specific demethylase 5C
HGNC:12637	KDM6A	O15550	O15550	ENST00000377967	Transcription factor	CCDS14265.1	Lysine-specific demethylase 6A
HGNC:6307	KDR	P35968	P35968-1	ENST00000263923	"Receptor, Kinase, Transferase, Nucleic acid-binding protein, Signaling molecule"	CCDS3497.1	Vascular endothelial growth factor receptor 2
HGNC:23177	KEAP1	Q14145	Q14145	ENST00000171111	Enzyme modulator	CCDS12239.1	Kelch-like ECH-associated protein 1
HGNC:6315	KHK	P50053	P50053-1	ENST00000260598	"Kinase, Transferase"	CCDS1735.1	Ketohexokinase
HGNC:6388	KIF11	P52732	P52732	ENST00000260731	Cytoskeletal protein	CCDS7422.1	Kinesin-like protein KIF11
HGNC:888	KIF1A	Q12756	Q12756-1	"ENST00000498729/NM_004321.7, NM_001244008.1"	Cytoskeletal protein	CCDS46561.1	Kinesin-like protein KIF1A
HGNC:6391	KIF22	Q14807	Q14807-1	ENST00000160827	Cytoskeletal protein	CCDS10653.1	Kinesin-like protein KIF22
HGNC:6318	KIF2A	O00139	O00139-3	ENST00000401507	Cytoskeletal protein	CCDS3980.2	Kinesin-like protein KIF2A
HGNC:30497	KIF7	Q2M1P5	Q2M1P5	ENST00000394412	Cytoskeletal protein	CCDS32325.2	Kinesin-like protein KIF7
HGNC:6342	KIT	P10721	P10721-1	ENST00000288135	"Receptor, Kinase, Transferase, Nucleic acid-binding protein"	CCDS3496.1	Mast/stem cell growth factor receptor Kit
HGNC:6343	KITLG	P21583	P21583-1	ENST00000228280	"Signaling molecule, Enzyme modulator"	CCDS31868.1	Kit ligand
HGNC:6354	KLHL3	Q9UH77	Q9UH77-1	ENST00000309755	"Receptor, Cytoskeletal protein"	CCDS4192.1	Kelch-like protein 3
HGNC:30372	KLHL40	Q2TBA0	Q2TBA0-1	ENST00000287777	"Receptor, Transcription factor"	CCDS2703.1	Kelch-like protein 40
HGNC:15646	KLHL7	Q8IXQ5	Q8IXQ5-1	ENST00000339077	Receptor	CCDS34609.1	Kelch-like protein 7
HGNC:6371	KLKB1	P03952	P03952	ENST00000264690	"Protease, Hydrolase"	CCDS34120.1	Plasma kallikrein
HGNC:15840	KMT2B	Q9UMN6	Q9UMN6-1	ENST00000222270	"Transcription factor, Nucleic acid-binding protein, Transferase"	CCDS46055.1	Histone-lysine N-methyltransferase 2B
HGNC:7133	KMT2D	O14686	O14686-1	ENST00000301067	Transferase	CCDS44873.1	Histone-lysine N-methyltransferase 2D
HGNC:24283	KMT5B	Q4FZB7	Q4FZB7-1	"ENST00000304363,ENST00000401547,ENST00000405515ENST00000304363"	"Nucleic acid-binding protein, Transferase"	CCDS31623.1	Histone-lysine N-methyltransferase KMT5B
HGNC:24054	KNL1	Q8NG31	Q8NG31-1	ENST00000346991	"Signaling molecule, Enzyme modulator"	CCDS42023.1	Kinetochore scaffold 1
HGNC:1573	KRIT1	O00522	O00522-1	ENST00000394507	"Cytoskeletal protein, Enzyme modulator"	CCDS5624.1	Krev interaction trapped protein 1
HGNC:6412	KRT1	P04264	P04264	ENST00000252244	Cytoskeletal protein	CCDS8836.1	"Keratin, type II cytoskeletal 1"
HGNC:6413	KRT10	P13645	P13645	ENST00000269576	Cytoskeletal protein	CCDS11377.1	"Keratin, type I cytoskeletal 10"
HGNC:6416	KRT14	P02533	P02533	ENST00000167586	Cytoskeletal protein	CCDS11400.1	"Keratin, type I cytoskeletal 14"
HGNC:6442	KRT5	P13647	P13647	ENST00000252242	Cytoskeletal protein	CCDS8830.1	"Keratin, type II cytoskeletal 5"
HGNC:6469	KYNU	Q16719	Q16719-1	ENST00000264170	Hydrolase	CCDS2183.1	Kynureninase
HGNC:6482	LAMA2	P24043	P24043	ENST00000421865	"Receptor, Enzyme modulator, Extracellular matrix protein"	CCDS5138.1	Laminin subunit alpha-2
HGNC:24912	LARP7	Q4G0J3	Q4G0J3-1	"ENST00000324052,ENST00000344442"	Nucleic acid-binding protein	CCDS3701.2	La-related protein 7
HGNC:6512	LARS	Q9P2J5	Q9P2J5-1	ENST00000394434	Ligase	CCDS34265.1	"Leucine--tRNA ligase, cytoplasmic"
HGNC:6522	LCAT	P04180	P04180	ENST00000264005	"Transferase, Hydrolase"	CCDS10854.1	Phosphatidylcholine-sterol acyltransferase
HGNC:6524	LCK	P06239	P06239-1	ENST00000336890	"Kinase, Transferase"	CCDS359.1	Tyrosine-protein kinase Lck
HGNC:6535	LDHA	P00338	P00338-1	"ENST00000379412,ENST00000422447,ENST00000542179"	Oxidoreductase	CCDS7839.1	L-lactate dehydrogenase A chain
HGNC:6541	LDHB	P07195	P07195	ENST00000396076	Oxidoreductase	CCDS8691.1	L-lactate dehydrogenase B chain
HGNC:6547	LDLR	P01130	P01130-1	ENST00000558518	"Receptor, Defense/Immunity protein, Transfer/Carrier protein"	CCDS12254.1	Low-density lipoprotein receptor
HGNC:6553	LEP	P41159	P41159	ENST00000308868	Signaling molecule	CCDS5800.1	Leptin
HGNC:6554	LEPR	P48357	P48357-1	ENST00000349533	"Signaling molecule, Defense/Immunity protein"	CCDS631.1	Leptin receptor
HGNC:21734	LHX4	Q969G2	Q969G2	ENST00000263726	Nucleic acid-binding protein	CCDS1338.1	LIM/homeobox protein Lhx4
HGNC:6597	LIFR	P42702	P42702-1	ENST00000263409	"Signaling molecule, Defense/Immunity protein"	CCDS3927.1	Leukemia inhibitory factor receptor
HGNC:6598	LIG1	P18858	P18858-1	ENST00000263274	"Nucleic acid-binding protein, Ligase"	CCDS12711.1	DNA ligase 1
HGNC:6601	LIG4	P49917	P49917	ENST00000356922	Nucleic acid-binding protein	CCDS9508.1	DNA ligase 4
HGNC:6631	LMAN1	P49257	P49257	ENST00000251047	Membrane traffic protein	CCDS11974.1	Protein ERGIC-53
HGNC:6636	LMNA	P02545	P02545-1	ENST00000368300	"Cytoskeletal protein, Extracellular matrix protein"	CCDS1129.1	Prelamin-A/C
HGNC:9479	LONP1	P36776	P36776-1	ENST00000360614	"Protease, Hydrolase"	CCDS12148.1	"Lon protease homolog, mitochondrial"
HGNC:1742	LRBA	P50851	P50851-1	ENST00000357115	Membrane traffic protein	CCDS3773.1	Lipopolysaccharide-responsive and beige-like anchor protein
HGNC:6698	LRP6	O75581	O75581	ENST00000261349	"Receptor, Transfer/Carrier protein"	CCDS8647.1	Low-density lipoprotein receptor-related protein 6
HGNC:18618	LRRK2	Q5S007	Q5S007	ENST00000298910	"Enzyme modulator, Transferase, Kinase"	CCDS31774.1	Leucine-rich repeat serine/threonine-protein kinase 2
HGNC:6708	LSS	P48449	P48449-1	ENST00000397728	Isomerase	CCDS13733.1	Lanosterol synthase
HGNC:17156	LY96	Q9Y6Y9	Q9Y6Y9-1	ENST00000284818	Defense/Immunity protein	CCDS6216.1	Lymphocyte antigen 96
HGNC:6740	LYZ	P61626	P61626	ENST00000261267	Hydrolase	CCDS8989.1	Lysozyme C
HGNC:6764	MAD2L2	Q9UI95	Q9UI95	ENST00000235310	"Enzyme modulator, Nucleic acid-binding protein"	CCDS134.1	Mitotic spindle assembly checkpoint protein MAD2B
HGNC:6819	MALT1	Q9UDY8	Q9UDY8-1	ENST00000348428	"Protease, Hydrolase"	CCDS11967.1	Mucosa-associated lymphoid tissue lymphoma translocation protein 1
HGNC:6823	MAN1B1	Q9UKM7	Q9UKM7	ENST00000371589	Chaperone	CCDS7029.1	"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase"
HGNC:6833	MAOA	P21397	P21397-1	ENST00000338702	"Nucleic acid-binding protein, Oxidoreductase, Transferase"	CCDS14260.1	Amine oxidase [flavin-containing] A
HGNC:6840	MAP2K1	Q02750	Q02750-1	ENST00000307102	Kinase	CCDS10216.1	Dual specificity mitogen-activated protein kinase kinase 1
HGNC:6842	MAP2K2	P36507	P36507	ENST00000262948	"Kinase, Nucleic acid-binding protein, Transferase"	CCDS12120.1	Dual specificity mitogen-activated protein kinase kinase 2
HGNC:6853	MAP3K14	Q99558	Q99558	NM_003954.5	Kinase	CCDS74079.1	Mitogen-activated protein kinase kinase kinase 14
HGNC:6859	MAP3K7	O43318	O43318-1	ENST00000369329	"Kinase, Transferase"	CCDS5028.1	Mitogen-activated protein kinase kinase kinase 7
HGNC:6871	MAPK1	P28482	P28482-1	ENST00000215832	"Kinase, Transferase"	CCDS13795.1	Mitogen-activated protein kinase 1
HGNC:6888	MAPKAPK3	Q16644	Q16644	ENST00000446044	"Kinase, Cytoskeletal protein, Transferase"	CCDS2832.1	MAP kinase-activated protein kinase 3
HGNC:6893	MAPT	P10636	P10636-1	"ENST00000262410,ENST00000571987"	Cytoskeletal protein	CCDS11501.1	Microtubule-associated protein tau
HGNC:6898	MARS	P56192	P56192-1	ENST00000262027	"Nucleic acid-binding protein, Ligase"	CCDS8942.1	"Methionine--tRNA ligase, cytoplasmic"
HGNC:26401	MARVELD2	Q8N4S9	Q8N4S9-1	ENST00000325631	"Transcription factor, Cell Junction protein"	CCDS34175.1	MARVEL domain-containing protein 2
HGNC:19042	MASTL	Q96GX5	Q96GX5-1	ENST00000375940	"Kinase, Calcium-binding protein, Transfer/Carrier protein, Transferase"	CCDS53502.1	Serine/threonine-protein kinase greatwall
HGNC:6903	MAT1A	Q00266	Q00266	ENST00000372213	Transferase	CCDS7365.1	S-adenosylmethionine synthase isoform type-1
HGNC:6904	MAT2A	P31153	P31153-1	ENST00000306434	Transferase	CCDS1977.1	S-adenosylmethionine synthase isoform type-2
HGNC:6913	MAX	P61244	P61244	ENST00000358664	"Transcription factor, Nucleic acid-binding protein"	CCDS9771.1	Protein max
HGNC:16732	MCEE	Q96PE7	Q96PE7	ENST00000244217	Nucleic acid-binding protein	CCDS1915.1	"Methylmalonyl-CoA epimerase, mitochondrial"
HGNC:18451	MCFD2	Q8NI22	Q8NI22-1	ENST00000409105	Transporter	CCDS33192.1	Multiple coagulation factor deficiency protein 2
HGNC:13356	MCOLN1	Q9GZU1	Q9GZU1	ENST00000264079	Transporter	CCDS12180.1	Mucolipin-1
HGNC:6954	MCPH1	Q8NEM0	Q8NEM0-1	ENST00000344683	Nucleic acid-binding protein	CCDS43689.1	Microcephalin
HGNC:6971	MDH2	P40926	P40926-1	ENST00000315758	Oxidoreductase	CCDS5581.1	"Malate dehydrogenase, mitochondrial"
HGNC:6990	MECP2	P51608	P51608-1	ENST00000303391	"Nucleic acid-binding protein, Transferase"	CCDS14741.1	Methyl-CpG-binding protein 2
HGNC:19691	MECR	Q9BV79	Q9BV79-1	ENST00000263702	Oxidoreductase	CCDS30659.1	"Enoyl-[acyl-carrier-protein] reductase, mitochondrial"
HGNC:6993	MEF2A	Q02078	Q02078-1	NM_005587.3	Transcription factor	na	Myocyte-specific enhancer factor 2A
HGNC:6998	MEFV	O15553	O15553-2	ENST00000219596	"Defense/Immunity protein, Cytoskeletal protein"	CCDS10498.1	Pyrin
HGNC:7001	MEIS2	O14770	O14770-1	ENST00000561208	"Transcription factor, Nucleic acid-binding protein"	CCDS10044.1	Homeobox protein Meis2
HGNC:7027	MERTK	Q12866	Q12866	ENST00000295408	"Receptor, Kinase, Transferase"	CCDS2094.1	Tyrosine-protein kinase Mer
HGNC:21086	MIB1	Q86YT6	Q86YT6	ENST00000261537	Ligase	CCDS11871.1	E3 ubiquitin-protein ligase MIB1
HGNC:1530	MICU1	Q9BPX6	Q9BPX6-1	ENST00000361114	Calcium-binding protein	CCDS55715.1	"Calcium uptake protein 1, mitochondrial"
HGNC:7095	MID1	O15344	O15344-1	ENST00000317552	Ligase	CCDS14138.1	E3 ubiquitin-protein ligase Midline-1
HGNC:7127	MLH1	P40692	P40692-1	ENST00000231790	Nucleic acid-binding protein	CCDS2663.1	DNA mismatch repair protein Mlh1
HGNC:7150	MLYCD	O95822	O95822-1	ENST00000262430	Lyase	CCDS42206.1	"Malonyl-CoA decarboxylase, mitochondrial"
HGNC:18871	MMAA	Q8IVH4	Q8IVH4	ENST00000281317	"Enzyme modulator, Hydrolase, Chaperone"	CCDS3766.1	"Methylmalonic aciduria type A protein, mitochondrial"
HGNC:19331	MMAB	Q96EY8	Q96EY8	ENST00000545712	Oxidoreductase	CCDS9131.1	"Cob(I)yrinic acid a,c-diamide adenosyltransferase, mitochondrial"
HGNC:24525	MMACHC	Q9Y4U1	Q9Y4U1	ENST00000401061	Oxidoreductase	CCDS41324.1	Methylmalonic aciduria and homocystinuria type C protein
HGNC:25221	MMADHC	Q9H3L0	Q9H3L0	ENST00000428879	"Transporter, Signaling molecule"	CCDS2189.1	"Methylmalonic aciduria and homocystinuria type D protein, mitochondrial"
HGNC:7154	MME	P08473	P08473	ENST00000460393	"Protease, Hydrolase"	CCDS3172.1	Neprilysin
HGNC:7159	MMP13	P45452	P45452	ENST00000260302	"Protease, Hydrolase"	CCDS8324.1	Collagenase 3
HGNC:7166	MMP2	P08253	P08253-1	ENST00000219070	"Protease, Hydrolase"	CCDS10752.1	72 kDa type IV collagenase
HGNC:7167	MMP20	O60882	O60882	ENST00000260228	"Protease, Hydrolase"	CCDS8318.1	Matrix metalloproteinase-20
HGNC:7193	MOCS2	O96033	O96033	ENST00000396954	Transfer/Carrier protein	CCDS47205.1	Molybdopterin synthase catalytic subunit
HGNC:7208	MPDZ	O75970	O75970-1	ENST00000319217	Signaling molecule	CCDS83342.1	Multiple PDZ domain protein
HGNC:7218	MPO	P05164	P05164-1	ENST00000225275	Oxidoreductase	CCDS11604.1	Myeloperoxidase
HGNC:7225	MPZ	P25189	P25189-1	ENST00000533357	"Transporter, Cell Adhesion molecule"	CCDS1229.2	Myelin protein P0
HGNC:7230	MRE11	P49959	P49959-1	ENST00000323929	Nucleic acid-binding protein	CCDS8299.1	Double-strand break repair protein MRE11
HGNC:28469	MRI1	Q9BV20	Q9BV20-1	ENST00000040663	Isomerase	CCDS32923.1	Methylthioribose-1-phosphate isomerase
HGNC:14055	MRPL10	Q7Z7H8	Q7Z7H8-1	ENST00000351111	Nucleic acid-binding protein	CCDS11516.1	"39S ribosomal protein L10, mitochondrial"
HGNC:10379	MRPL3	P09001	P09001	ENST00000264995	Nucleic acid-binding protein	CCDS3071.1	"39S ribosomal protein L3, mitochondrial"
HGNC:16650	MRPL44	Q9H9J2	Q9H9J2	ENST00000258383	Nucleic acid-binding protein	CCDS2459.1	"39S ribosomal protein L44, mitochondrial"
HGNC:7325	MSH2	P43246	P43246-1	ENST00000233146	Nucleic acid-binding protein	CCDS1834.1	DNA mismatch repair protein Msh2
HGNC:7329	MSH6	P52701	P52701-1	ENST00000234420	Nucleic acid-binding protein	CCDS1836.1	DNA mismatch repair protein Msh6
HGNC:7373	MSN	P26038	P26038	ENST00000360270	Cytoskeletal protein	CCDS14382.1	Moesin
HGNC:7381	MST1R	Q04912	Q04912-1	ENST00000296474	"Receptor, Enzyme modulator, Defense/Immunity protein, Kinase, Transferase, Nucleic acid-binding protein"	CCDS2807.1	Macrophage-stimulating protein receptor
HGNC:7432	MTHFD1	P11586	P11586	"ENST00000216605,ENST00000555709ENST00000216605"	Ligase	CCDS9763.1	"C-1-tetrahydrofolate synthase, cytoplasmic"
HGNC:7450	MTMR2	Q13614	Q13614-1	ENST00000346299	"Phosphatase, Hydrolase"	CCDS8305.1	Myotubularin-related protein 2
HGNC:3942	MTOR	P42345	P42345	ENST00000361445	"Kinase, Nucleic acid-binding protein, Transferase"	CCDS127.1	Serine/threonine-protein kinase mTOR
HGNC:25532	MTPAP	Q9NVV4	Q9NVV4-1	ENST00000263063	Transferase	CCDS7165.1	"Poly(A) RNA polymerase, mitochondrial"
HGNC:7468	MTR	Q99707	Q99707-1	ENST00000366577	Transferase	CCDS1614.1	Methionine synthase
HGNC:7526	MUT	P22033	P22033	ENST00000274813	Isomerase	CCDS4924.1	"Methylmalonyl-CoA mutase, mitochondrial"
HGNC:7529	MVD	P53602	P53602	ENST00000301012	Lyase	CCDS10968.1	Diphosphomevalonate decarboxylase
HGNC:7530	MVK	Q03426	Q03426	ENST00000228510	"Kinase, Transferase"	CCDS9132.1	Mevalonate kinase
HGNC:7551	MYBPC3	Q14896	Q14896-1	ENST00000545968	Cytoskeletal protein	CCDS53621.1	"Myosin-binding protein C, cardiac-type"
HGNC:23212	MYH14	Q7Z406	Q7Z406-1	"ENST00000376970,ENST00000596571ENST00000596571"	"Cytoskeletal protein, Calcium-binding protein"	CCDS59411.1	Myosin-14
